Rank	Gene	PredictionScore
5616	RPAP1	0.126
5617	GIMAP8	0.126
5618	SMIM14	0.126
5619	ABCB1	0.126
5620	ARMC9	0.126
5621	KIAA1009	0.126
5622	TOX4	0.126
5623	MAPK1	0.126
5624	ANP32A	0.126
5625	TRPC6	0.126
5626	CEP135	0.126
5627	TCHP	0.126
5628	TTC9C	0.126
5629	CAPNS2	0.126
5630	KIAA0100	0.126
5631	RAB35	0.126
5632	C5ORF28	0.126
5633	PTPN20A	0.126
5634	ZNF564	0.126
5635	ZNF224	0.126
5636	SLC38A7	0.126
5637	MTHFD2L	0.126
5638	TBC1D17	0.126
5639	SCOC	0.125
5640	SYDE2	0.125
5641	ZNF583	0.125
5642	AKIRIN1	0.125
5643	ZNF780A	0.125
5644	RND2	0.125
5645	VPS41	0.125
5646	LRRN4	0.125
5647	PALB2	0.125
5648	LRRC61	0.125
5649	TBP	0.125
5650	AURKA	0.125
5651	WDR35	0.125
5652	PBK	0.125
5653	ALDH1L1	0.125
5654	SMYD5	0.125
5655	SNX24	0.125
5656	IGIP	0.125
5657	LDLRAD3	0.125
5658	ZKSCAN2	0.125
5659	ZSWIM4	0.125
5660	PPP6C	0.125
5661	CLPTM1	0.125
5662	IRS2	0.125
5663	NINL	0.125
5664	ACAD11	0.125
5665	TYK2	0.125
5666	LMBRD1	0.125
5667	OR1J2	0.125
5668	IGSF10	0.125
5669	PLEKHO1	0.125
5670	XYLT1	0.125
5671	GJD2	0.125
5672	ADRA2C	0.125
5673	ARMC6	0.125
5674	ATP6V0A2	0.125
5675	PLEKHH1	0.125
5676	ATR	0.125
5677	METAP1D	0.125
5678	ABCA8	0.125
5679	SAMD10	0.125
5680	NCLN	0.125
5681	PLXNB3	0.125
5682	LRRC73	0.125
5683	ZC3HAV1L	0.125
5684	GPR112	0.125
5685	TSC2	0.125
5686	SCLT1	0.125
5687	ALG11	0.125
5688	PCSK7	0.125
5689	EEFSEC	0.125
5690	PCDHAC1	0.125
5691	RAB5C	0.125
5692	ZNF273	0.125
5693	OSCP1	0.125
5694	EIF4B	0.125
5695	CEP290	0.125
5696	MTIF2	0.125
5697	RUFY4	0.125
5698	ADCK3	0.125
5699	ZNF785	0.125
5700	SLC26A4	0.125
5701	IKBKAP	0.125
5702	PLEKHA8	0.125
5703	MYH7	0.125
5704	ENKD1	0.125
5705	NYAP2	0.125
5706	ZNF76	0.125
5707	FAM220A	0.125
5708	CHD1L	0.125
5709	LMLN	0.124
5710	WDR31	0.124
5711	OR2L2	0.124
5712	FABP3	0.124
5713	PILRB	0.124
5714	SPIN3	0.124
5715	ATP11A	0.124
5716	C18ORF42	0.124
5717	KIRREL2	0.124
5718	ZNF117	0.124
5719	ZNF136	0.124
5720	ZNF729	0.124
5721	ZNF302	0.124
5722	ACOT2	0.124
5723	RTKN2	0.124
5724	THUMPD2	0.124
5725	KLHDC2	0.124
5726	TBK1	0.124
5727	FBXW4	0.124
5728	TAF4B	0.124
5729	NKX2-2	0.124
5730	C12ORF75	0.124
5731	FIBCD1	0.124
5732	GALNT14	0.124
5733	TRAPPC9	0.124
5734	ABCA9	0.124
5735	ZNF626	0.124
5736	MCRS1	0.124
5737	WDR91	0.124
5738	ALKBH1	0.124
5739	PACRG	0.124
5740	RSC1A1	0.124
5741	DCBLD2	0.124
5742	ANP32E	0.124
5743	C4ORF48	0.124
5744	ASB2	0.124
5745	TBC1D3H	0.124
5746	RAPGEF3	0.124
5747	OR10A5	0.124
5748	DGKK	0.124
5749	SEC63	0.124
5750	DHX38	0.124
5751	CHADL	0.124
5752	LUZP6	0.124
5753	ZFAND4	0.124
5754	ASAH2B	0.124
5755	IPP	0.124
5756	PIGW	0.123
5757	BEX4	0.123
5758	PARD6G	0.123
5759	WWC3	0.123
5760	CABP7	0.123
5761	WDR34	0.123
5762	LYRM7	0.123
5763	MAP1LC3A	0.123
5764	NPLOC4	0.123
5765	SHISA4	0.123
5766	LRRC37A2	0.123
5767	TRAPPC6B	0.123
5768	PRMT2	0.123
5769	WWP2	0.123
5770	NUP205	0.123
5771	USP16	0.123
5772	ACSBG1	0.123
5773	PCBP3	0.123
5774	PHKG1	0.123
5775	MAOA	0.123
5776	DVL3	0.123
5777	CCDC74A	0.123
5778	EVI5L	0.123
5779	DCUN1D3	0.123
5780	ALG2	0.123
5781	RPAP2	0.123
5782	POLG2	0.123
5783	MREG	0.123
5784	DDX52	0.123
5785	MRFAP1L1	0.123
5786	PPP6R2	0.123
5787	ARL14EPL	0.123
5788	RAB3D	0.123
5789	ZSCAN30	0.123
5790	WDR67	0.123
5791	TMEM39B	0.123
5792	HFM1	0.123
5793	ZNF18	0.123
5794	ZNF10	0.123
5795	KIAA1737	0.123
5796	ANKFN1	0.123
5797	CRTC2	0.123
5798	GRXCR2	0.122
5799	WBP2	0.122
5800	MAPK15	0.122
5801	FRAT2	0.122
5802	PDLIM5	0.122
5803	SETDB2	0.122
5804	TMEM200C	0.122
5805	KLHL36	0.122
5806	STH	0.122
5807	AGFG2	0.122
5808	RRNAD1	0.122
5809	VPS4B	0.122
5810	MAGEH1	0.122
5811	C17ORF66	0.122
5812	CBWD6	0.122
5813	NEK7	0.122
5814	XRRA1	0.122
5815	FAM92B	0.122
5816	LATS2	0.122
5817	PAGR1	0.122
5818	TICAM2	0.122
5819	RNF175	0.122
5820	LDLRAD4	0.122
5821	ARHGEF10	0.122
5822	GOLGA6L9	0.122
5823	B3GALNT2	0.122
5824	OR4D1	0.122
5825	FANCM	0.122
5826	CCDC93	0.122
5827	VAV3	0.122
5828	HNMT	0.122
5829	GOLGA6L10	0.122
5830	ZC3H3	0.122
5831	NOL6	0.122
5832	VEZF1	0.122
5833	RBM45	0.122
5834	LRRK1	0.122
5835	ZNF823	0.122
5836	SNCG	0.122
5837	ASB5	0.122
5838	PXN	0.122
5839	VARS2	0.122
5840	ZDHHC3	0.122
5841	GTPBP10	0.122
5842	FAM228B	0.122
5843	WDR25	0.122
5844	BRAP	0.122
5845	MRPS5	0.122
5846	KANK4	0.122
5847	TMPRSS7	0.122
5848	ENOX2	0.122
5849	DYRK1B	0.122
5850	NRK	0.122
5851	RHOT2	0.122
5852	DUSP5	0.122
5853	PPAP2B	0.122
5854	VGLL4	0.122
5855	ZNF30	0.122
5856	DHTKD1	0.122
5857	HMGXB3	0.122
5858	SOX1	0.122
5859	PCDHGA8	0.122
5860	SDK1	0.121
5861	VPS33B	0.121
5862	NSUN5	0.121
5863	LPAR5	0.121
5864	ARHGAP29	0.121
5865	CHRFAM7A	0.121
5866	FKBP1B	0.121
5867	SPICE1	0.121
5868	CDADC1	0.121
5869	DEK	0.121
5870	DDX19A	0.121
5871	MYPOP	0.121
5872	TMEM181	0.121
5873	CHMP2B	0.121
5874	UBLCP1	0.121
5875	CCDC92	0.121
5876	KIAA1377	0.121
5877	CKAP4	0.121
5878	UHRF1BP1	0.121
5879	PEX6	0.121
5880	ZNF385D	0.121
5881	IPPK	0.121
5882	PLXNB2	0.121
5883	TXNRD1	0.121
5884	TNFRSF6B	0.121
5885	KIAA1671	0.121
5886	IFNAR1	0.121
5887	ZNF219	0.121
5888	ALDH18A1	0.121
5889	SEH1L	0.121
5890	ARMC5	0.121
5891	UTP18	0.121
5892	MICAL1	0.121
5893	APAF1	0.121
5894	CEP44	0.121
5895	TMEM255A	0.121
5896	SLC2A7	0.121
5897	C3ORF18	0.121
5898	ZNF782	0.121
5899	PPWD1	0.121
5900	WDR16	0.121
5901	C2ORF42	0.121
5902	SAMD4B	0.121
5903	BLCAP	0.121
5904	GPR128	0.12
5905	RASEF	0.12
5906	ZNF793	0.12
5907	HIST1H2BO	0.12
5908	CORO1C	0.12
5909	C12ORF4	0.12
5910	SERP2	0.12
5911	ERO1LB	0.12
5912	NUP50	0.12
5913	RFK	0.12
5914	LOC644656	0.12
5915	SKIV2L	0.12
5916	SPG7	0.12
5917	ATG16L1	0.12
5918	NKAIN4	0.12
5919	PLEKHM1	0.12
5920	PLEKHM2	0.12
5921	ZNF367	0.12
5922	GAS2	0.12
5923	FBXL5	0.12
5924	PEX5	0.12
5925	PTPRQ	0.12
5926	LPL	0.12
5927	KIAA1984	0.12
5928	MAK	0.12
5929	PRPF3	0.12
5930	FBXW5	0.12
5931	INIP	0.12
5932	NOTCH1	0.12
5933	NAPEPLD	0.12
5934	ING5	0.12
5935	MTMR2	0.12
5936	EXOSC2	0.12
5937	NHLRC3	0.12
5938	PAQR4	0.12
5939	TMEM87A	0.12
5940	FKRP	0.12
5941	C12ORF76	0.12
5942	FBXO2	0.12
5943	C8ORF37	0.12
5944	COL5A2	0.12
5945	9-Sep	0.12
5946	HARS2	0.12
5947	FER	0.12
5948	LSS	0.12
5949	C19ORF26	0.12
5950	AP4M1	0.12
5951	RGPD2	0.12
5952	TTF1	0.12
5953	CPOX	0.12
5954	DDX51	0.12
5955	TNNT2	0.12
5956	TRIM26	0.12
5957	DFNB59	0.12
5958	GTF3C3	0.12
5959	AMPD3	0.12
5960	ADAMTS10	0.12
5961	ANKRD23	0.12
5962	MAP3K1	0.12
5963	RDX	0.12
5964	NEXN	0.12
5965	GUCY1B3	0.12
5966	THTPA	0.12
5967	RFT1	0.12
5968	TCEAL3	0.12
5969	TCP11L2	0.119
5970	C4ORF21	0.119
5971	STX12	0.119
5972	C7ORF61	0.119
5973	GFRA4	0.119
5974	ZNF358	0.119
5975	SPPL2A	0.119
5976	ZNF780B	0.119
5977	BRDT	0.119
5978	EIF2AK2	0.119
5979	GOLGA8H	0.119
5980	LRRC43	0.119
5981	DDX28	0.119
5982	UBE2J1	0.119
5983	TAS2R31	0.119
5984	TFRC	0.119
5985	YY2	0.119
5986	PTGFRN	0.119
5987	RASA4	0.119
5988	MUM1L1	0.119
5989	ZNF649	0.119
5990	GNG3	0.119
5991	SOWAHB	0.119
5992	CRLF3	0.119
5993	WDR11	0.119
5994	FAM84B	0.119
5995	ARF3	0.119
5996	CALML4	0.119
5997	CYTH2	0.119
5998	WDR5B	0.119
5999	RYK	0.119
6000	TMEM19	0.119
6001	TRA2B	0.119
6002	ZXDA	0.119
6003	UBA2	0.119
6004	TMEM33	0.119
6005	H3F3A	0.119
6006	KIAA1147	0.119
6007	DNAJC1	0.119
6008	DHDH	0.119
6009	CHTOP	0.119
6010	AMT	0.119
6011	RASL11A	0.119
6012	VAC14	0.119
6013	SFXN5	0.119
6014	VRK1	0.119
6015	SEPW1	0.119
6016	YY1AP1	0.119
6017	LRRC14	0.119
6018	LIN54	0.119
6019	FRG1B	0.119
6020	OPN3	0.119
6021	TEK	0.119
6022	TJAP1	0.119
6023	ADHFE1	0.119
6024	RFFL	0.119
6025	DBP	0.119
6026	ARPC4-TTLL3	0.119
6027	SLC41A3	0.119
6028	TMEM133	0.119
6029	RNF185	0.119
6030	NIM1	0.119
6031	ZFP14	0.119
6032	BOLA2B	0.119
6033	EIF4A1	0.119
6034	CDK7	0.119
6035	TIGD7	0.119
6036	CTU1	0.119
6037	ZNF567	0.119
6038	STMN3	0.119
6039	ZNF347	0.119
6040	SLC6A9	0.119
6041	TSN	0.119
6042	USP5	0.119
6043	ZFAND2A	0.119
6044	ZNF285	0.119
6045	SGTA	0.118
6046	TCAIM	0.118
6047	MTM1	0.118
6048	GPR160	0.118
6049	FADS3	0.118
6050	FANCF	0.118
6051	NAA50	0.118
6052	TOM1	0.118
6053	CD83	0.118
6054	OVCH2	0.118
6055	ZNF805	0.118
6056	ZNF143	0.118
6057	CEP192	0.118
6058	ZNF443	0.118
6059	VPS36	0.118
6060	LOC100130348	0.118
6061	TSGA10	0.118
6062	HEATR3	0.118
6063	NLRP14	0.118
6064	PRDM10	0.118
6065	ZNF138	0.118
6066	ZNF708	0.118
6067	KIAA0319L	0.118
6068	TASP1	0.118
6069	PARD6B	0.118
6070	DUSP28	0.118
6071	GPR146	0.118
6072	ERI2	0.118
6073	RPS6KA4	0.118
6074	PSMD11	0.118
6075	TSTD1	0.118
6076	TRIM28	0.118
6077	PRSS38	0.118
6078	MDM2	0.118
6079	SP9	0.118
6080	ARL13A	0.118
6081	CFDP1	0.118
6082	SPATA5	0.118
6083	KCTD16	0.118
6084	ATOH7	0.118
6085	ZNF250	0.118
6086	CTNNB1	0.118
6087	HIATL2	0.118
6088	PTCHD2	0.118
6089	STARD4	0.118
6090	CAPZA2	0.118
6091	TRMU	0.118
6092	ARMC10	0.118
6093	PCDH15	0.118
6094	ZNF146	0.118
6095	RAB6C	0.118
6096	DCAF15	0.118
6097	WFS1	0.118
6098	CNOT10	0.118
6099	PAAF1	0.118
6100	PRSS48	0.118
6101	ATAD2	0.118
6102	DECR2	0.118
6103	ZNF561	0.118
6104	EOGT	0.118
6105	HOPX	0.118
6106	BANP	0.118
6107	DDX21	0.117
6108	DIMT1	0.117
6109	THAP10	0.117
6110	PABPC1	0.117
6111	THEM4	0.117
6112	PMS2	0.117
6113	WDSUB1	0.117
6114	TRIM38	0.117
6115	PPIL2	0.117
6116	RABL2A	0.117
6117	USP6	0.117
6118	DNM1	0.117
6119	FER1L6	0.117
6120	LOC100130015	0.117
6121	CAPRIN1	0.117
6122	ABCE1	0.117
6123	CHKB-CPT1B	0.117
6124	RSL1D1	0.117
6125	CLMN	0.117
6126	PCGF5	0.117
6127	SLC9A3R2	0.117
6128	SH3D19	0.117
6129	C8ORF46	0.117
6130	KCNG1	0.117
6131	DEFB115	0.117
6132	TNS3	0.117
6133	ARHGAP6	0.117
6134	CEP85L	0.117
6135	PPM1D	0.117
6136	ERCC6L2	0.117
6137	DNTTIP2	0.117
6138	ZNF500	0.117
6139	SCD5	0.117
6140	STARD9	0.117
6141	FANK1	0.117
6142	MAPKAPK5	0.117
6143	C15ORF41	0.117
6144	MANSC1	0.117
6145	PATL1	0.117
6146	TCTE1	0.117
6147	ZBTB9	0.117
6148	TRIQK	0.117
6149	GPR113	0.117
6150	ABTB1	0.117
6151	WNT7A	0.117
6152	TRIM56	0.117
6153	THAP6	0.117
6154	HIST1H2AC	0.117
6155	RSU1	0.117
6156	FAM201A	0.117
6157	CHAMP1	0.117
6158	PSKH1	0.117
6159	LNP1	0.117
6160	USP28	0.117
6161	VN1R1	0.117
6162	ZNF763	0.117
6163	ANKRD40	0.117
6164	SPAG1	0.117
6165	RBM15	0.117
6166	FAM210A	0.117
6167	KRTAP20-2	0.117
6168	PTMA	0.117
6169	HNRNPA1L2	0.116
6170	CCDC117	0.116
6171	LRGUK	0.116
6172	DDX27	0.116
6173	FRMD7	0.116
6174	ZNF682	0.116
6175	FAM21A	0.116
6176	FAM200A	0.116
6177	SMIM15	0.116
6178	ZNF304	0.116
6179	EFHC2	0.116
6180	ZFP82	0.116
6181	OXSR1	0.116
6182	GUCD1	0.116
6183	UPF3A	0.116
6184	SNURF	0.116
6185	POC1B	0.116
6186	C3ORF70	0.116
6187	C10ORF54	0.116
6188	OTUB1	0.116
6189	KIAA1456	0.116
6190	COL25A1	0.116
6191	INPP5A	0.116
6192	ULK4	0.116
6193	STK16	0.116
6194	IMPA1	0.116
6195	TTLL12	0.116
6196	DAG1	0.116
6197	HIST2H2BE	0.116
6198	BRICD5	0.116
6199	GTPBP4	0.116
6200	HSD11B1L	0.116
6201	ALDH1L2	0.116
6202	FAM174A	0.116
6203	ANXA11	0.116
6204	FAM153B	0.116
6205	TIMP4	0.116
6206	RFPL3	0.116
6207	ZFP41	0.116
6208	C11ORF89	0.116
6209	CCDC30	0.116
6210	METAP1	0.116
6211	CIB2	0.116
6212	UNCX	0.116
6213	HIST2H2AC	0.116
6214	RNPS1	0.116
6215	FBXO22	0.116
6216	PCDHGA1	0.116
6217	CACNG5	0.116
6218	AMFR	0.116
6219	RAD54L2	0.116
6220	FAM98B	0.116
6221	PGAM5	0.116
6222	ZGPAT	0.116
6223	XAB2	0.116
6224	NCAPD2	0.116
6225	MLST8	0.116
6226	PRKD2	0.116
6227	FAM109A	0.116
6228	RNASE9	0.116
6229	SERF1B	0.116
6230	4-Sep	0.116
6231	GATAD2A	0.116
6232	OR2T33	0.115
6233	ARL5C	0.115
6234	KIAA1586	0.115
6235	C1ORF109	0.115
6236	PPIL6	0.115
6237	PIK3R4	0.115
6238	AADACL4	0.115
6239	TUBA4A	0.115
6240	VCL	0.115
6241	LOXHD1	0.115
6242	SLC25A15	0.115
6243	KIT	0.115
6244	GTF2H5	0.115
6245	SH3TC2	0.115
6246	GDF1	0.115
6247	PDZD7	0.115
6248	CDHR1	0.115
6249	SGCB	0.115
6250	TNNC1	0.115
6251	IFT122	0.115
6252	TMEM14A	0.115
6253	LPPR2	0.115
6254	SOSTDC1	0.115
6255	PRKACA	0.115
6256	MANEA	0.115
6257	ATP6V1B2	0.115
6258	ACOX1	0.115
6259	ARHGAP40	0.115
6260	C1ORF233	0.115
6261	EIF4E1B	0.115
6262	CCDC14	0.115
6263	AP1M1	0.115
6264	SMUG1	0.115
6265	DEFB128	0.115
6266	C18ORF21	0.115
6267	CAD	0.115
6268	C-MYC	0.115
6269	NOP58	0.115
6270	PLD5	0.115
6271	KBTBD3	0.115
6272	PLEKHD1	0.115
6273	MTFR1L	0.115
6274	SAMD1	0.115
6275	TCHHL1	0.115
6276	GRIK4	0.115
6277	VTI1A	0.115
6278	MEST	0.115
6279	FAM133A	0.115
6280	KCNK10	0.115
6281	THBS3	0.115
6282	IKBKB	0.115
6283	CHRNB2	0.115
6284	ZNF772	0.115
6285	JMJD7	0.115
6286	KIAA1191	0.114
6287	PRHOXNB	0.114
6288	NIPA2	0.114
6289	OR7A5	0.114
6290	C2ORF69	0.114
6291	FSTL4	0.114
6292	TAGLN3	0.114
6293	ARHGAP19	0.114
6294	STARD7	0.114
6295	C1ORF191	0.114
6296	ZBTB48	0.114
6297	GPR111	0.114
6298	FAM163A	0.114
6299	UGT2A1	0.114
6300	ANTXRL	0.114
6301	IL17D	0.114
6302	IRAK3	0.114
6303	TRIM73	0.114
6304	HNRNPC	0.114
6305	SUPT6H	0.114
6306	ZNF501	0.114
6307	PHLDB2	0.114
6308	GOLGA8O	0.114
6309	MAGED4	0.114
6310	SGK494	0.114
6311	MANSC4	0.114
6312	ST8SIA6	0.114
6313	KLHL30	0.114
6314	IFIT1	0.114
6315	FAM43B	0.114
6316	SLCO4C1	0.114
6317	RTKN	0.114
6318	UBA3	0.114
6319	LRRC3	0.114
6320	PRTG	0.114
6321	ZNF276	0.114
6322	GATS	0.114
6323	NUP133	0.114
6324	DCDC1	0.114
6325	SH3GLB1	0.114
6326	INPP5J	0.114
6327	ARL9	0.114
6328	DLL1	0.114
6329	PKIB	0.114
6330	ZNF548	0.114
6331	MFSD2B	0.114
6332	VPS18	0.114
6333	C2CD4D	0.114
6334	BAIAP2L2	0.114
6335	SLC35B3	0.114
6336	PVALB	0.114
6337	MYRF	0.114
6338	ACER3	0.114
6339	DUSP16	0.114
6340	HK1	0.114
6341	MAN2C1	0.114
6342	WIPI2	0.114
6343	ZNF41	0.113
6344	SOWAHD	0.113
6345	PKD1P1	0.113
6346	C11ORF49	0.113
6347	NICN1	0.113
6348	SKP2	0.113
6349	CXORF57	0.113
6350	NKAIN3	0.113
6351	FAM60A	0.113
6352	HIATL1	0.113
6353	PPP2R1B	0.113
6354	MTA3	0.113
6355	ABCD4	0.113
6356	GPRC5B	0.113
6357	FAM129C	0.113
6358	QRFPR	0.113
6359	RANBP3L	0.113
6360	ASB6	0.113
6361	MUM1	0.113
6362	FNDC3B	0.113
6363	LOC100505679	0.113
6364	SMAD4	0.113
6365	TRMT12	0.113
6366	PIGZ	0.113
6367	C20ORF3	0.113
6368	DDX23	0.113
6369	DAXX	0.113
6370	ZNFX1	0.113
6371	C8ORF4	0.113
6372	ARAF	0.113
6373	PQLC1	0.113
6374	ZNF615	0.113
6375	TERF1	0.113
6376	MAP6D1	0.113
6377	CTU2	0.113
6378	PTGDS	0.113
6379	LRIG3	0.113
6380	MSH3	0.113
6381	CMPK2	0.113
6382	8-Mar	0.113
6383	USP38	0.113
6384	DAGLB	0.113
6385	PPM1G	0.113
6386	TMEM155	0.113
6387	MSS51	0.113
6388	OSBPL9	0.113
6389	TNFAIP8L1	0.113
6390	GSKIP	0.113
6391	NOXA1	0.113
6392	CXORF66	0.113
6393	ADRBK1	0.113
6394	INSIG1	0.113
6395	C15ORF61	0.113
6396	SERINC5	0.113
6397	WDR43	0.113
6398	CIRBP	0.113
6399	ODF2L	0.113
6400	GNA11	0.112
6401	LOC646903	0.112
6402	B3GNT2	0.112
6403	UBA5	0.112
6404	C17ORF58	0.112
6405	LEMD2	0.112
6406	ZNF202	0.112
6407	ACOT7	0.112
6408	TMEM39A	0.112
6409	ZNF212	0.112
6410	CCNE2	0.112
6411	ZNF354B	0.112
6412	PHACTR4	0.112
6413	DEPDC5	0.112
6414	DPY19L2	0.112
6415	FAM155B	0.112
6416	OR6K6	0.112
6417	VPS9D1	0.112
6418	STARD10	0.112
6419	AGAP4	0.112
6420	MOXD1	0.112
6421	PDE7B	0.112
6422	SIRT4	0.112
6423	TXNL1	0.112
6424	AKTIP	0.112
6425	DGAT1	0.112
6426	TCEB1	0.112
6427	GPR21	0.112
6428	VPS72	0.112
6429	ECT2L	0.112
6430	CSAD	0.112
6431	ZNF350	0.112
6432	HRAS	0.112
6433	SLC25A42	0.112
6434	ZNF607	0.112
6435	SEPHS1	0.112
6436	DEF8	0.112
6437	RBCK1	0.112
6438	STIM1	0.112
6439	ZNF781	0.112
6440	S100Z	0.112
6441	C2CD4A	0.112
6442	IFT88	0.112
6443	C21ORF49	0.112
6444	LRRC69	0.112
6445	TMUB2	0.112
6446	TVP23B	0.112
6447	ING4	0.112
6448	C9ORF172	0.112
6449	EXOSC6	0.112
6450	TGFB2	0.112
6451	ERP44	0.112
6452	C19ORF66	0.112
6453	LONP2	0.112
6454	PPP1R3G	0.112
6455	ISLR	0.112
6456	ZNF426	0.112
6457	WDR5	0.112
6458	CSF2RA	0.112
6459	SPATA20	0.112
6460	NAP1L1	0.112
6461	ZNF566	0.112
6462	WDR86	0.112
6463	FMNL1	0.112
6464	EP400NL	0.112
6465	BET3L	0.112
6466	TSSK4	0.111
6467	POC1B-GALNT4	0.111
6468	RNF4	0.111
6469	FBXO30	0.111
6470	TM4SF19	0.111
6471	CX3CR1	0.111
6472	SMYD3	0.111
6473	KLHL14	0.111
6474	FAM102A	0.111
6475	ILKAP	0.111
6476	NTSR1	0.111
6477	SH2B2	0.111
6478	LY6G6F	0.111
6479	ZNF791	0.111
6480	AMZ1	0.111
6481	EIF2A	0.111
6482	ZCCHC3	0.111
6483	TMPRSS9	0.111
6484	RCC2	0.111
6485	OBSL1	0.111
6486	OR4C11	0.111
6487	HID1	0.111
6488	GPATCH1	0.111
6489	ZAR1L	0.111
6490	GPR125	0.111
6491	KCTD8	0.111
6492	C10ORF111	0.111
6493	FAM209A	0.111
6494	CKB	0.111
6495	SLC25A25	0.111
6496	ZNF662	0.111
6497	L3MBTL2	0.111
6498	MIOS	0.111
6499	METTL14	0.111
6500	COL21A1	0.111
6501	TENM2	0.111
6502	HEATR5A	0.111
6503	YPEL3	0.111
6504	BCAR3	0.111
6505	BAZ1A	0.111
6506	HABP4	0.111
6507	KIAA0391	0.111
6508	PTCD1	0.111
6509	SPDYE1	0.111
6510	ZNF141	0.111
6511	RASA3	0.111
6512	C6ORF120	0.111
6513	PRKCQ	0.111
6514	TMOD3	0.111
6515	ZNF776	0.111
6516	SIGLEC14	0.111
6517	ZNF233	0.111
6518	RPP30	0.111
6519	TNIP2	0.111
6520	CCDC127	0.111
6521	EIF3C	0.111
6522	PABPC5	0.111
6523	PET117	0.111
6524	C22ORF29	0.111
6525	CCDC79	0.111
6526	FRK	0.111
6527	FAM131C	0.111
6528	FREM3	0.111
6529	PMS1	0.111
6530	C17ORF96	0.111
6531	MYBPC1	0.111
6532	TTC32	0.111
6533	NRG1	0.111
6534	BOP1	0.111
6535	TMEM74B	0.111
6536	POLR1A	0.111
6537	AMOTL1	0.111
6538	RNFT1	0.111
6539	GOT2	0.111
6540	CMSS1	0.111
6541	CTAGE5	0.111
6542	ZCCHC4	0.111
6543	ZNF521	0.111
6544	RXRB	0.111
6545	FAM101A	0.111
6546	MAP2K2	0.111
6547	NUP98	0.11
6548	TRNT1	0.11
6549	CARNS1	0.11
6550	C22ORF39	0.11
6551	ZNF596	0.11
6552	CCDC34	0.11
6553	NBPF3	0.11
6554	MFN1	0.11
6555	RFTN2	0.11
6556	TMEM246	0.11
6557	GNPDA2	0.11
6558	FAM21D	0.11
6559	CUL7	0.11
6560	CATSPER4	0.11
6561	STK40	0.11
6562	NHLRC4	0.11
6563	C11ORF80	0.11
6564	KCNRG	0.11
6565	KIF26B	0.11
6566	SMIM12	0.11
6567	SNAP29	0.11
6568	OCM	0.11
6569	PABPC3	0.11
6570	SH3GL1	0.11
6571	RECQL5	0.11
6572	RBM46	0.11
6573	TOPAZ1	0.11
6574	ARSH	0.11
6575	ZNF37A	0.11
6576	PPP1R3D	0.11
6577	ARHGEF28	0.11
6578	CCDC85B	0.11
6579	C1ORF220	0.11
6580	RPTOR	0.11
6581	SH3BP4	0.11
6582	ABRACL	0.11
6583	SERINC3	0.11
6584	SLC22A15	0.11
6585	MMP15	0.11
6586	NFKBIL1	0.11
6587	LYPLA2	0.11
6588	KLHDC8B	0.11
6589	LRRC8A	0.11
6590	KLF11	0.11
6591	DMPK	0.11
6592	GLDC	0.11
6593	HSPB3	0.11
6594	TGFBR1	0.11
6595	LZTS1	0.11
6596	DCTN1	0.11
6597	CYP7B1	0.11
6598	AP3B1	0.11
6599	OR52M1	0.11
6600	RPL35A	0.11
6601	UCHL1	0.11
6602	EYS	0.11
6603	ERCC4	0.11
6604	GAA	0.11
6605	DFNB31	0.11
6606	ACTG1	0.11
6607	FAM183B	0.11
6608	ECE2	0.11
6609	DUSP6	0.11
6610	ANKRD36C	0.11
6611	C2ORF49	0.11
6612	FAM133B	0.11
6613	TMX2-CTNND1	0.11
6614	SH3BGRL	0.11
6615	STRIP1	0.11
6616	NR2C2AP	0.11
6617	C2CD2	0.11
6618	C19ORF71	0.11
6619	TMEM194B	0.109
6620	PPAPDC1A	0.109
6621	TMEM164	0.109
6622	TUBA8	0.109
6623	ADAT1	0.109
6624	LMNB1	0.109
6625	OR52D1	0.109
6626	ZSWIM1	0.109
6627	ACLY	0.109
6628	LRIT2	0.109
6629	NT5C3	0.109
6630	CRBN	0.109
6631	TATDN2	0.109
6632	HECTD3	0.109
6633	TTC12	0.109
6634	TRPC4AP	0.109
6635	LIMA1	0.109
6636	CCDC102B	0.109
6637	POLI	0.109
6638	CHRDL1	0.109
6639	FASTK	0.109
6640	FFAR1	0.109
6641	NPS	0.109
6642	SKIDA1	0.109
6643	ZNF502	0.109
6644	PSG8	0.109
6645	CNNM4	0.109
6646	CUL4B	0.109
6647	CC2D1B	0.109
6648	LHFPL3	0.109
6649	RBM19	0.109
6650	ZNF491	0.109
6651	VCAN	0.109
6652	FAM134A	0.109
6653	MSLNL	0.109
6654	ZNF2	0.109
6655	ST5	0.109
6656	DUPD1	0.109
6657	MEMO1	0.109
6658	TLE3	0.109
6659	ZNF658	0.109
6660	IGFN1	0.109
6661	NKIRAS2	0.109
6662	B3GALT5	0.109
6663	FBXW12	0.109
6664	CCNYL1	0.109
6665	AWAT2	0.109
6666	PIBF1	0.109
6667	SNX4	0.109
6668	FBXO47	0.109
6669	HIST2H2AB	0.109
6670	PCBP1	0.109
6671	ZDHHC5	0.109
6672	COPB1	0.109
6673	RBP4	0.109
6674	FLT1	0.109
6675	FAM105B	0.109
6676	MOSPD1	0.109
6677	SDAD1	0.109
6678	ARHGEF6	0.109
6679	CCSER1	0.109
6680	SYMPK	0.109
6681	CERS4	0.109
6682	MPP5	0.109
